link,brand,series,size,price,info,ingredients
"/Produkt/Serum/Hagi-Smart-naturalne-serum-do-cery-tlustej-i-tradzikowej-z-niacynamidem-5-30-ml,396348,9225",HAGI,Smart,30 ml,"59,99 zł","naturalne serum do cery tłustej i trądzikowej z niacynamidem 5%, ","Ingredients: Aqua, Glycerin, Niacynamide, Anisic Acid, Bisabolol, Polyglyceryl-4 Laurate/Sebacate, Polyglyceryl-6 Caprylate/Caprate, Glycine Soja (Soybean) Oil, Camellia Sinensis Leaf Extract, Vanilla Planifolia Fruit Extract, Jasminum Officinale (Jasmine) Flower/Leaf Extract, Plumeria Rubra Flower Extract, Prunus Persica (Peach) Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Lavandula Angustifolia (Lavender) Flower/Leaf Stem Extract, Cupressus Sempervirens Seed Extract,  (Bergamot) Fruit Extract, Rose Extract, Fucus Vesiculosus Extract, Tocopherol (Vitamin E), Pentylene Glycol, Lactic Acid, Xanthan Gum."
"/Produkt/Serum/Hagi-Smart-naturalny-olejek-do-twarzy-rozswietlajacy-z-ceramidami-30-ml,396355,9225",HAGI,Smart,30 ml,"69,99 zł","naturalny olejek do twarzy rozświetlający z ceramidami, ","Ingredients: Oryza Sativa (Rice) Bran Oil, Caprylic/Capric Triglyceride, Isoamyl Laurate, C12-15 Alkyl Benzoate, Squalane, Simmondsia Chinensis (Jojoba) Seed Oil, Tripelargonin, Ceramide NP, Rosa Moschata (Musk Rose) Seed Oil, Tocopherol (Vitamin E), Parfum"
"/Produkt/Serum/Hagi-Smart-naturalne-serum-rozjasniajace-z-witamina-C-30-ml,396349,9225",HAGI,Smart,30 ml,"59,99 zł","naturalne serum rozjaśniające z witaminą C, ","Ingredients: Water, Coconut Alkanes, Dicaprylyl Ether, Glycerin,  3-O-Ethyl Ascorbic Acid, Cocos Nucifera (Coconut) Oil, Propanediol, Squalane, Cocos Nucifera (Coconut) Liquid Endosperm, Cocos Nucifera (Coconut) Fruit Juice, Coco-Caprylate/Caprate, Lecithin, Sodium Hyaluronate, Pentylene Glycol, Ferulic Acid, Enteromorpha Compressa Extract, Caesalpinia Spinosa Gum, Parfum Dehydroacetic Acid, Benzyl Alcohol*, Sodium Benzoate, Potassium Sorbate *zawiera alergen"
"/Produkt/Serum/Hagi-Smart-naturalne-serum-nawilzajaco-kojace-z-d-pantenolem-3-30-ml,396350,9225",HAGI,Smart,30 ml,"59,99 zł","naturalne serum nawilżająco- kojące z d-pantenolem 3%, ","Ingredients: Aqua, Glycerin, Panthenol, Amylopectin, Lithothamnion Calcareum Extract, Betaglucan, Inulin, Alpha-Glucan Oligosaccharide, Polyglyceryl-4 Laurate/Sebacate, Polyglyceryl-6 Caprylate/Caprate, Parfum, Potassium Sorbate, Sodium Benzoate, Pentylene Glycol, Lactic Acid, Xanthan Gum"
"/Produkt/Serum/Sylveco-serum-regenerujace-intensywna-pielegnacja-30-ml,400697,9225",SYLVECO,@NO_NAME@,30 ml,"74,99 zł","serum regenerujące intensywna pielęgnacja, ","Squalane, Caprylic/Capric Triglycerides,"
"/Produkt/Serum/Sylveco-serum-z-witamina-C-intensywna-pielegnacja-30-ml,400698,9225",SYLVECO,@NO_NAME@,30 ml,"74,99 zł","serum z witaminą C intensywna pielęgnacja, ","Prunus Armeniaca Kernel Oil,"
"/Produkt/Serum/Sylveco-serum-wygladzajace-intensywna-pielegnacja-30-ml,400699,9225",SYLVECO,@NO_NAME@,30 ml,"74,99 zł","serum wygładzające intensywna pielęgnacja, ","Argania Spinosa Kernel Oil,"
"/Produkt/Serum/Onlybio-Botanic-Clinic-serum-do-twarzy-zwezajace-pory-30-ml,397281,9225",ONLYBIO,Botanic Clinic,30 ml,"56,99 zł","serum do twarzy zwężające pory, ","Aqua, Propanediol, Niacinamide, Retinyl Palmitate, Azelaic Acid, Algin, Betaine, Pentylene Glycol, Glycerin, Xanthan Gum, Polygkycerin- 6, Caprylyl/ Capryl Glucoside, Arachis, Hypogaea ( Peanut) Oil, Sodium Surfactin, Cocamidopropyl Betaine, Citric Acid, Tocopherol, Potassium Sorbate, Sodium Benzoate Parfum, Limonene, Linalool."
"/Produkt/Serum/Onlybio-Botanic-Clinic-BRIGHT-serum-do-twarzy-na-przebarwenia-30-ml,397289,9225",ONLYBIO,Botanic Clinic BRIGHT,30 ml,"59,99 zł","serum do twarzy na przebarwenia, ","Ingredients/INCI:        Aqua,         Niacinamide,        Propanediol,     Pentylene     Glycol,     Arbutin,     Ascorbyl  Tetraisopamitate,  Glycerin,  Betaine,  Xanthan   Gum,   Caprylyl/Capryl   Glucoside,   Sodium      Surfactin,      Sodium      Benzoate,      Potassium    Sorbate,    Citric    Acid,    Benzyl    Alcohol,    Dehydroacetic   Acid,   Tocopherol,   Benzoic Acid, Parfum, Limonene."
"/Produkt/Serum/Onlybio-Botanic-Clinic-YOUTH-serum-do-twarzy-ujedrniajace-30-ml,397285,9225",ONLYBIO,Botanic Clinic YOUTH,30 ml,"56,99 zł","serum do twarzy ujędrniające, ","Ingredients/INCI:   Aqua,   Propanediol,   Glycerin,   Coco-   Caprylate/Caprate,   C15-19   Alkane,   Squalane,   Decyl   Cocoate,   Cetearyl   Olivate,   Mangifera   Indica   (Mango)   Seed   Butter,   Bakuchiol,   Hexapeptide-11,   Tocopherol,   Pentylene     Glycol,     Sodium     PCA,     Caprylyl/Capryl     Glucoside,  Sorbitan  Olivate,  Xanthan  Gum,  Cocamido-  propyl Betaine, Prunus Amygdalus Dulcis (Sweet Almond) Oil,  Sodium  Surfactin,  Helianthus  Annuus  (Sunflower) Seed  Oil,  Sodium  Benzoate,  Potassium  Sorbate,  Benzyl  Alcohol,   Dehydroacetic   Acid,   Benzoic   Acid,   Parfum,   Citronellol, Geraniol, Eugenol, Limonene, Linalool."
"/Produkt/Serum/Onlybio-Botanic-Clinic-YOUTH-serum-do-twarzy-przeciwzmarszczkowe-30-ml,397286,9225",ONLYBIO,Botanic Clinic YOUTH,30 ml,"56,99 zł","serum do twarzy przeciwzmarszczkowe, ","Ingredients/INCI:     Caprylic/Capric    Triglyceride,    Coco-Caprylate/Caprate,       Helianthus      Annuus      (Sunflower)  Seed  Oil,  Squalane,  Bakuchiol, Tocopherol,    Prunus    Amygdalus    Dulcis    (Sweet    Almond) Oil, Mangifera Indica (Mango) Seed Butter, Silica, Cocamidopropyl Betaine, Sodium Surfactin, Pentylene  Glycol,  Aqua,  Sodium  Benzoate, Potassium  Sorbate,  Parfum,  Citronellol,  Geraniol,  Eugenol, Limonene, Linalool."
"/Produkt/Serum/Yappco-serum-do-twarzy-ultranawilzajace-20-ml,396941,9225",YAPPCO,@NO_NAME@,20 ml,"52,99 zł","serum do twarzy ultranawilżające, ","Aqua, Propanediol, Octyldodecanol, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Prunus Avium Seed Oil, Pyrus Malus Seed Oil, Pyrus Malus Fruit Extract, Sodium Levulinate, Glyceryl Stearate,  Polyglutamic Acid, Sodium Stearoyl Glutamate, Sodium Anisate, Citric Acid, Xanthan Gum, Parfum, Benzyl Salicylate, Citronellol."
"/Produkt/Serum/Yappco-serum-do-twarzy-kuracja-przeciwstarzeniowa-20-ml,396961,9225",YAPPCO,@NO_NAME@,20 ml,"52,99 zł","serum do twarzy, kuracja przeciwstarzeniowa, ","Aqua,  Propanediol, Octyldodecanol, Caprylic/Capric Triglyceride, Cetearyl Alcohol,  Glycerin, Pyrus Malus Seed Oil, Glyceryl Stearate, Sodium Levulinate, Pyrus Malus Fruit Extract, Sodium Stearoyl Glutamate, Sodium Anisate,  Xanthan Gum, Polyglutamic Acid,  Hydrolyzed Linseed Extract, Citric Acid, Lecithin, Hydrolyzed Pinus Sibirica Seedcake Extract, Acanthopanax Senticosus Root Extract, Pentylene Glycol, Sodium Hydroxide, Tocopherol, Parfum, Benzyl Salicylate, Citronellol."
"/Produkt/Serum/Yappco-kuracja-punktowa-przeciw-zmarszczkom-20-ml,396960,9225",YAPPCO,@NO_NAME@,20 ml,"52,99 zł","kuracja punktowa przeciw zmarszczkom, ","Aqua, Propanediol, Octyldodecanol, Caprylic/Capric Triglyceride, Polygryceryl-3 Cetyl Ether Olivate, Glycerin, Pyrus Malus Seed Oil, Glyceryl Stearate, Sodium Levulinate, Pyrus Malus Fruit Extract, Hylocereus Undatus Fruit Extract, Voandzeia Subterranea Extract, Arbutin, Sodium Stearoyl Glutamate, Sodium Anisate,  Xanthan Gum, Polyglutamic Acid, Hydrolyzed Linseed Extract , Citric Acid,Maltodextrin, Parfum, Benzyl Salicylate, Citronellolml."
"/Produkt/Serum/Yappco-serum-do-twarzy-wygladzajaco-matujace-20-ml,396968,9225",YAPPCO,@NO_NAME@,20 ml,"47,99 zł","serum do twarzy wygładzająco-matujące, ","Aqua, Propanediol, Octyldodecanol, Coco-Caprylate/Caprate, Cetearyl Alcohol, Pyrus Malus Seed Oil, Pyrus Malus Fruit Extract, Sodium Levulinate, Glyceryl Stearate, Adansonia Digitata Seed Oil,  Polyglutamic Acid, Pyrus Malus Fiber, Citrus Limon Peel Extract,Glycerin,Manilkara Multinervis Leaf Extract, Maltodextrin, Sodium Stearoyl Glutamate, Sodium Anisate, Citric Acid, Xanthan Gum, Parfum, Benzyl Salicylate, Citronellol,Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate."
"/Produkt/Serum/Yappco-hipoalergiczny-krem-na-dzien-i-na-noc-nawilzajacy-50-ml,396969,9225",YAPPCO,@NO_NAME@,50 ml,"64,99 zł","hipoalergiczny krem na dzień i na noc nawilżający, ","Aqua, Caprylic/Capric Triglyceride, Butyrospermum Parkii Butter, Octyldodecanol, Propanediol, Cetearyl Alcohol, Glycerin, Pyrus Malus Seed Oil, Glyceryl Stearate, Sodium Levulinate, Citric Acid, Sodium Stearoyl Glutamate, Pyrus Malus Fruit Extract, Sodium Anisate, Polyglutamic Acid, Pyrus Malus Fiber, Xanthan Gum, Sambucus Nigra Flower Extract, Maltodextrin, Centaurea Cyanus Flower Extract, Hydrogenated Lecithin, Sodium Chloride."
"/Produkt/Serum/FeedSkin-serum-do-twarzy-na-przebarwienia-30-ml,400700,9225",FEEDSKIN,@NO_NAME@,30 ml,"78,99 zł","serum do twarzy na przebarwienia, ","Aqua, 3-O-Ethyl Ascorbic Acid, Prunus Amygdalus Dulcis Oil, Azeloglycine, Rosa Canina (Fruit) Oil, Helianthus Annuus Seed Oil, Isoamyl Laurate, Isoamyl Cocoate, Stearic Acid, Sorbitan Stearate, Sucrose Cocoate, Alpha-Arbutin, Magnesium Ascorbyl Phosphate, Madecassoside, Betulin, Dipotassium Glycyrrhizate, Xanthan Gum, Tocopheryl Acetate, Benzyl Alcohol, Dehydroacetic Acid."
"/Produkt/Serum/FeedSkin-serum-do-twarzy-na-zmarszczki-30-ml,400679,9225",FEEDSKIN,@NO_NAME@,30 ml,"78,99 zł","serum do twarzy na zmarszczki, ","Aqua, Solanum Lycopersicum Seed Oil, Niacinamide, Borago Officinalis Seed Oil, Simmondsia Chinensis Seed Oil, Hippophae Rhamnoides Oil, Sorbitan Stearate, Sucrose Cocoate, Glyceryl Stearate, Tocopheryl Acetate, Stearic Acid, Glutathione, Pullulan, Sorbitol, Trehalose, Betulin, Cetearyl Alcohol, Oenothera Biennis Oil, Acetyl Hexapeptide-8, Trifluoroacetyl Tripeptide-2, Acetyl Octapeptide-3, Mannitol, Phosphatidylcholine, Glycerin, Retinyl Palmitate, Cholesterol, Xanthan Gum, Sodium Chloride, Accacia Gum, Benzyl Alcohol, Dehydroacetic Acid."
"/Produkt/Serum/FeedSkin-serum-do-twarzy-nawilzajace-30-ml,400681,9225",FEEDSKIN,@NO_NAME@,30 ml,"58,99 zł","serum do twarzy nawilżające, ","Aqua, Triticum Vulgare Germ Oil, Simmondsia Chinensis Seed Oil, Sorbitan Stearate, Sucrose Cocoate, Coco-Caprylate, Glyceryl Stearate, Caprylic/Capric Triglyceride, Stearic Acid, Cetearyl Alcohol, Trihydroxypalmitamidohydroxy Propyl Myristyl Ether, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Betulin, Sodium Hyaluronate, Polyglutamic Acid, Glycoproteins, Glycerin, Hydrolyzed Glycosaminoglycans, Copper Gluconate, Sodium PCA, Betaine, Sodium Lactate, PCA, Serine, Alanine, Glycine, Glutamic Acid, Lysine HCl, Threonine, Arginine, Proline, Xanthan Gum, Tocopheryl Acetate, Benzyl Alcohol, Dehydroacetic Acid."
"/Produkt/Serum/FeedSkin-serum-do-twarzy-na-naczynka-30-ml,400682,9225",FEEDSKIN,@NO_NAME@,30 ml,"48,99 zł","serum do twarzy na naczynka, ","Aqua, Ribes Nigrum Seed Oil, Sambucus Nigra Seed Oil, Inulin, Azeloglycine, Simmondsia Chinensis Seed Oil, Glycerin, Squalane, Sorbitan Stearate, Sucrose Cocate, Stearic Acid, Rutin, Betulin, Raspberry Ketone, Sodium Hyaluronate, Lactobionic Acid, Phytic Acid, Tocopheryl Acetate, Xanthan Gum, Benzyl Alcohol, Dehydroacetic Acid."
"/Produkt/Serum/FeedSkin-serum-do-twarzy-na-tradzik-30-ml,400680,9225",FEEDSKIN,@NO_NAME@,30 ml,"48,99 zł","serum do twarzy na trądzik, ","Aqua, Simmondsia Chinensis Seed Oil, Niacinamide, Azeloglycine, Squalane, Inulin, Glyceryl Stearate, Sorbitan Stearate, Sucrose Cocoate, Nigella Sativa (Black Seed) Seed Oil, Cannabis Sativa (Hemp) Seed Oil, Stearic Acid, Tocopheryl Acetate, Betulin, Shikimic Acid, Sodium Hyaluronate, Saccharide Isomerate, Citric Acid, Sodium Citrate, Cetearyl Alcohol, Xanthan Gum, Benzyl Alcohol, Dehydroacetic Acid."
"/Produkt/Serum/FeedSkin-serum-pod-oczy-30-ml,400683,9225",FEEDSKIN,@NO_NAME@,30 ml,"58,99 zł","serum pod oczy , ","Aqua, Simmondsia Chinensis Seed Oil, Persea Gratissima Butter, Ricinus Communis Seed Oil, Coco-Caprylate, Sorbitan Stearate, Sucrose Cocoate, Glyceryl Stearate, Caffeine, Coffea Arabica (Coffee) Seed Oil, Stearic Acid, Betulin, Sodium Hyaluronate, Tocopheryl Acetate, Mannitol, Phosphatidylcholine, Glycerin, Retinyl Palmitate, Cholesterol, Xanthan Gum, Sodium Chloride, Pullulan, Soribitol, Trehalose, Cetearyl Alcohol, Accacia Gum, Benzyl Alcohol, Dehydroacetic Acid."
"/Produkt/Serum/Tolpa-dermo-face-strefa-T-nawilzajace-serum-booster-75-ml,311706,9225",TOŁPA,dermo face strefa T,75 ml,"39,99 zł","nawilżające serum-booster, ","Aqua, Glycerin, Isopropyl Myristate, Peat Extract, Citrus Paradisi Fruit Extract, Biosaccharide Gum-1, Sodium Polyacrylate, Acrylates/C10-30 Aligi Acrylate Crosspolymer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polysorbate 60, Sorbitan Isostearate, Disodium EDTA, Sodium Hydroxide, Citric Acid, Parfum, Methylpropanediol, Phenoxyethanol, Caprylyl Glycol, Benzoic Acid."
"/Produkt/Serum/Bielenda-Super-3-Trio-serum-przeciwzmarszczkowe-aktywnie-rewitalizujace-noc-30-ml,409326,9225",BIELENDA,Super 3 Trio,30 ml,"32,99 zł","serum przeciwzmarszczkowe aktywnie rewitalizujące, noc, ","Aqua (Water), Coco-Caprylate/Ca-prate, Butyrospermum Parkii (Shea) Butter, Orbignya Oleifera (Babassu) Seed Oil, Cetearyl Olivate, Sorbitan Olivate, Propanediol, Glycerin, Retinol, Ascorbyl Tetraisopalmitate, 3-O-Ethyl Ascorbic Acid, Hydrolyzed Collagen, Sodium Hyaluronate, Tocopherol, Beta-Sitosterol, Squalene, Ascorbyl Palmitate, Glycine Soja (Soybean) Oil, Polysorbate 60,Polysorbate 20, Disodium EDTA, Ethylhexyl-glycerin, BHT, Phenoxyethanol, Methylparaben, Parfum (Fragrance), Benzyl Salicylate, Hexyl Cinnamal, Hydroxycitronellal, Limonene, Linalool."
"/Produkt/Serum/Bielenda-Golden-Placenta-regenerujaco-rozswietlajace-serum-przeciwzmarszczkowe-30-g,396244,9225",BIELENDA,Golden Placenta,30 g,"32,99 zł","regenerująco- rozświetlające serum przeciwzmarszczkowe, ","Aqua (Water), Propanediol, Olive Oil Glycereth-8 Esters,Trehalose, Glycine Soja (Soybean) Phytoplacenta Extract,Hydrolyzed Collagen,Sodium Hyaluronate, Inulin, Alpha - Glucan Oligosaccharide, Hydroxypropyl Cyclodextrin, Palmitoyl Tripeptide-38, Chlorella Vulgaris Extract,Glycerin,Butylene Glycol,Caprylyl Glycol, Xanthan Gum, Mica,Polysorbate 20, Lactic Acid, Citric Acid,Sodium Benzoate, Potassium Sorbate, Benzyl Alcohol, Ethylhexylglycerin, Phenoxyethanol,Parfum (Fragrance), Hexyl Cinnamal, Limonene, Linalool, CI 7789, CI 77491."
"/Produkt/Serum/Bielenda-Blueberry-C-Tox-serum-do-twarzy-nawilzajaco-rozswietlajace-30-ml,342307,9225",BIELENDA,Blueberry C-Tox,30 ml,"31,99 zł","serum do twarzy nawilżająco- rozświetlające, ","Aqua (Water), Propanediol, Trehalose, Caprylic/Capric Triglyceride, Stearyl Alcohol, Crambe Abyssinica Seed Oil, Vaccinium Corymbosum (Blueberry) Seed Oil, Vaccinium Corymbosum (Blueberry) Fruit Extract, Rubus Idaeus (Raspberry) Seed Oil, Citrus Junos (Yuzu) Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, 3-O-Ethyl Ascorbic Acid, Hyaluronic Acid, Hydrolyzed Glycosaminoglycans, Tocopheryl Acetate, Helianthus Annuus (Sunflower) Seed Oil, Glycerin, Tocopherol, Beta-Sitosterol, Squalene, Ascorbyl Palmitate, Glycine Soja (Soybean) Oil, Propylene Glycol, Cyclopentasiloxane, Dimethicone, Isododecane, Hydrogenated Tetradecenyl/Methylpentadecene, Potassium Cetyl Phosphate, Sodium Stearoyl Glutamate, Diethylhexyl Syringylidene Malonate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Disodium EDTA, Sodium Polyacrylate, Ethylhexylglycerin, Phenoxyethanol, Parfum (Fragrance), CI 42090, CI 17200."
"/Produkt/Serum/Bielenda-silnie-nawilzajace-serum-kokosowe-Coconut-Milk-30-ml,381475,9225",BIELENDA,@NO_NAME@,30 ml,"29,99 zł","silnie nawilżajace serum kokosowe, Coconut Milk, ","Aqua (Water)*, Glycerin*, Polyglyceryl-6 Stearate*, Squalane*, Cocos Nucifera (Coconut) Oil**, Cocos Nucifera (Coconut) Liquid Endosperm*, Prunus Amygdalus Dulcis (Sweet Amond) Oil*, Glyceryl Stearate*, Behenyl Alcohol*, Sodium Hyaluronate*, Alpha-Glucam Oligosaccharide*, Polumnia Sonchifolia Root Juice*, Inulin*, Lactobacillus*, Polyglyceryl-6 Behenate*, Xanthan Gum*, Cellulose Gum*, Micocrystalline Cellulose*, Maltodextrin*, Lactic Acid***, Potassium Sorbate***, Sodium Benzoate***, Benzyl Alcohol***, Parfum (Fragrance)***, Benzyl Salicylate***."
"/Produkt/Serum/Perfecta-Organic-Nature-przeciwzmarszczkowe-serum-kuracja-na-dzien-i-na-noc-cera-dojrzala-30-ml,381364,9225",PERFECTA,Organic Nature,30 ml,"29,99 zł","przeciwzmarszczkowe serum-kuracja na dzień i na noc, cera dojrzała, ","Aqua, Pentylene Glycol, Propanediol, Glycerin, Polysorbate 20, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Withania Somnifera Root Extract, Pullulan, Biosaccharide Gum-4, Fructose, Xanthan Gum, Leuconostoc/Radish Root Ferment Filtrate, Citric Acid, Hydroxyacetophenone, Disodium EDTA, Caprylhydroxamic Acid, Phenoxyethanol, Potassium Sorbate, Parfum, Benzyl Benzoate, Linalool, Geraniol, Citronellol."
"/Produkt/Serum/Perfecta-Organic-Nature-hydro-serum-intensywnie-nawilzajace-na-dzien-i-na-noc-cera-normalna-i-miesz,381366,9225",PERFECTA,Organic Nature,30 ml,"29,99 zł","hydro serum intensywnie nawilżające na dzień i na noc, cera normalna i mieszana, ","Aqua, Glycerin, Caprylic/Capric Triglyceride, Polyglyceryl-6 Stearate, Cannabis Sativa Seed Oil, Prunus Amygdalus Dulcis Oil, Polyglyceryl-6 Behenate, Triolein, Polyglyceryl-3 Diisostearate, Glycine Soja Oil, Propanediol, Inulin Lauryl Carbamate, Cetearyl Alcohol, Xanthan Gum, Tocopherol, Glyceryl Dioleate, Hydroxyacetophenone, Disodium EDTA, Phenoxyethanol, Caprylhydroxamic Acid, Parfum, Hexyl Cinnamal, Limonene, Linalool, Citral, Benzyl Salicylate, Citronellol."
"/Produkt/Serum/Soraya-serum-do-twarzy-30-ml,400634,9225",SORAYA,@NO_NAME@,30 ml,"18,99 zł","serum do twarzy , ","Aqua, Propanediol, Glycerin, Carrageenan, Amber Extract, Sodium Hyaluronate, N-Prolyl Pamitoyl Tripeptide-56 Acetate, Pentylene Glycol, PEG-40 Hydrogenated Castor Oil, Xanthan Gum, Caprylyl Glycol, Sodium Phytate, Mica, Citric Acid, Silica, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Parfum, Benzyl Salicylate, Linalool, Hydroxycitronellal, Limonene, Caramel, CI 77891, Gold"
"/Produkt/Serum/Soraya-serum-rewitalizujace-30-ml,400575,9225",SORAYA,@NO_NAME@,30 ml,"18,99 zł","serum rewitalizujące, ","Aqua, Propanediol, Betaine, Glycerin, Carrageenan, Malachite Extract, Sodium Hyaluronate, Laminaria Ochroleuca Extract, Xanthan Gum, PEG-40 Hydrogenated Castor Oil, Caprylyl Glycol, Sodium Phytate, Mica, Citric Acid, Silica, Caprylic/Capric Triglyceride, Phenoxyethanol, Parfum, Hexyl Cinnamal, Limonene, Linalool, CI 77891"
"/Produkt/Serum/Ziaja-Antyoksydacja-serum-do-twarzy-i-szyi-wygladzajaco-ujedrniajace-50-ml,258870,9225",ZIAJA,Antyoksydacja,50 ml,"12,49 zł","serum do twarzy i szyi wygładzająco-ujędrniające, ","Aqua (Water), Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Glycerin, Panthenol, Beta-Glucan, Euterpe Oleracea Fruit Extract, Tocopheryl Acetate, Hesperidin Methyl Chalcone, Steareth-20, Dipeptide-2, Palmitoyl Tetrapeptide-7, Sodium Hyaluronate, Sodium Polyacrylate, CI 77891 (Titanium Dioxide), Mica, Tin Oxide, Xanthan Gum, Phenoxyethanol, Ethylhexylglycerin, Parfum (Fragrance), Limonene, Linalool, Citronellol."
"/Produkt/Serum/Ziaja-Naturalnie-Pielegnujemy-skoncentrowane-serum-do-twarzy-szyi-i-dekoltu-30-ml,394746,9225",ZIAJA,Naturalnie Pielęgnujemy,30 ml,"12,49 zł","skoncentrowane serum do twarzy, szyi i dekoltu, ","Aqua (Water), Canola Oil, Glycerin, Olea Europaea (Olive) Fruit Oil, Sodium Hyaluronate, Hydrolyzed Rice Protein, Methylsilanol Hydroxyproline Aspartate, Xanthan Gum, Hydroxyacetophenone, Sodium Benzoate, Carbomer, Parfum (Fragrance), Citral, Limonene, Sodium Hydroxide."
"/Produkt/Serum/SNP-nawilzajace-serum-z-kwasem-hialuronowym-i-peptydami-220-ml,354254,9225",SNP,@NO_NAME@,220 ml,"75,99 zł","nawilżające serum z kwasem hialuronowym i peptydami, ","Water, Dipropylene Glycol, Glycerin, Niacinamide, 1,2-Hexanediol, Betaine, Carbomer, PEG-60 Hydrogenated Castor Oil, Arginine, Caprylyl Glycol, Hydroxyethylcellulose, Honey Extract, Centella Asiatica Extract, Hydroxyacetophenone, Xanthan Gum, Adenosine, Butylene Glycol, Fragrance, Disodium EDTA, Pentylene Glycol, Gardenia Florida Fruit Extract, Polyglyceryl-10 Laurate, Maltodextrin, Sodium Hyaluronate, Sodium hyaluronate Crosspolymer, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Ethylhexylglycerin, Hydrolyzed Sodium Hyaluronate, Hexapeptide-9, Palmitoyl Pentapeptide-4, Palmitoyl Tripeptide-1, Tripeptide-1, Hexapeptide-11, Copper Tripeptide-1."
"/Produkt/Serum/SNP-Cicaronic-lagodzace-ampulki-do-twarzy-7x15-ml,354292,9225",SNP,Cicaronic,"7x1,5 ml","83,99 zł","łagodzące ampułki do twarzy, ","Water, Glycerin, Butylene Glycol, Glycereth-26, Propanediol, 1,2-Hexanediol, Dipropylene Glycol, Centella Asiatica Leaf Extract, Centella Asiatica Extract, Sodium Hyaluronate, Madecassoside, Glycereth-25 PCA Isostearate, Ethylhexylglycerin, Carbomer, Fragrance, Tromethamine, Xanthan Gum, Disodium EDTA, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Panthenol, Melia Azadirachta Leaf Extract, Fragaria Vesca (Strawberry) Leaf Extract, Melia Azadirachta Flower Extract, Origanum Majorana Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Salvia Officinalis (Sagę) Leaf Extract, Thymus Vulgaris (Thyme) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Lavandula Angustifolia (Lavender) Flower Extract, Melissa Officinalis Leaf Extract."
"/Produkt/Serum/Quret-ampulka-z-kwasem-hialuronowym-nawilzajaca-30-ml,354202,9225",QURET,@NO_NAME@,30 ml,"67,99 zł","ampułka z kwasem hialuronowym, nawilżająca, ",BRAK SKŁADU - BŁĄD
"/Produkt/Serum/Quret-ampulka-z-kwasem-askorbinowym-i-olejkiem-cytrynowym-30-ml,354227,9225",QURET,@NO_NAME@,30 ml,"67,99 zł","ampułka z kwasem askorbinowym i olejkiem cytrynowym, ","Water, Glycerin, Sodium Hyaluronate, Dipropylene Glycol, Rubus Coreanus Fruit Extract, Cornus Officinalis Fruit Extract , Schisandra Chinensis Fruit Extract, Lycium Chinense Fruit Extract, Morus Alba "
"/Produkt/Serum/Quret-ampulka-z-ekstraktem-ze-sluzu-slimaka-30-ml,354234,9225",QURET,@NO_NAME@,30 ml,"67,99 zł","ampułka z ekstraktem ze śluzu ślimaka, ", 
"/Produkt/Serum/Quret-ampulka-z-ekstraktem-z-wakroty-azjatyckiej-lagodzaca-30-ml,354237,9225",QURET,@NO_NAME@,30 ml,"67,99 zł","ampułka z ekstraktem z wąkroty azjatyckiej, łagodząca, ",BRAK SKŁADU - BŁĄD
"/Produkt/Serum/Quret-ampulka-z-hydrolizowanym-kolagenem-i-ekstraktem-z-wielkomorszczynu-gruszkowatego-ujedrniajac,354240,9225",QURET,@NO_NAME@,30 ml,"67,99 zł","ampułka z hydrolizowanym kolagenem i ekstraktem z wielkomorszczynu gruszkowatego, ujędrniająca, ", 
"/Produkt/Serum/Revolution-Skincare-serum-do-twarzy-z-retinolem-30-ml,401598,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"52,99 zł","serum do twarzy z retinolem, ",BRAK SKŁADU - BŁĄD
"/Produkt/Serum/Revolution-Skincare-serum-do-twarzy-z-retinolem-30-ml,400818,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"57,99 zł","serum do twarzy z retinolem, ",BRAK SKŁADU - BŁĄD
"/Produkt/Serum/Revolution-Skincare-serum-do-twarzy-z-retinolem-30-ml,401599,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"62,99 zł","serum do twarzy z retinolem, ",BRAK SKŁADU - BŁĄD
"/Produkt/Serum/Revolution-Skincare-serum-do-twarzy-rozswietlajace-30-ml,400816,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"52,99 zł","serum do twarzy rozświetlające, ",BRAK SKŁADU - BŁĄD
